kanji;hiragana;meaning;pos;jlpt;sentenceEN;sentenceJP;meaning2;pos2;meaning3;pos3;meaning4;pos4;ref1;ref2;ref3
使う;つかう;to use;v5u, vt;5;Are you going to use this?;これ<ruby>使<rt>つか</rt></ruby>う？;to use (a tool, method, etc.), to make use of, to put to use;v5u, vt;to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate;v5u, vt;to use (time, money, etc.), to spend, to consume;v5u, vt;こき使う;あごで使う;召し使う
こき使う;こきつかう;to work (someone) hard;v5u, vt;0;;;;;;;;;;;
あごで使う;あごでつかう;to set someone to work in an arrogant fashion;exp, v5u;0;;;;;;;;;;;
召し使う;めしつかう;to employ;v5u, vt;0;;;;;;;;;;;
疲れる;つかれる;to get (become) tired, to become fatigued;v1, vi;5;I feel more tired in the wintertime.;<ruby>冬<rt>ふゆ</rt></ruby>は<ruby>疲<rt>つか</rt></ruby>れる。;to get tired, to tire, to get fatigued, to become exhausted, to grow weary;v1, vi;to become worn out (of a well-used object);v1, vi;to starve;v1, vi;倦み疲れる;歩き疲れる;心が疲れる
倦み疲れる;うみつかれる;to grow weary;v1;0;;;;;;;;;;;
歩き疲れる;あるきつかれる;to be tired from walking;v1;0;;;;;;;;;;;
心が疲れる;しんがつかれる;to be mentally fatigued;exp, v1;0;;;;;;;;;;;
次;つぎ;next;n, adj-no;5;Who's next?;<ruby>次<rt>つぎ</rt></ruby>は<ruby>誰<rt>だれ</rt></ruby>？;next, following, subsequent;n, adj-no;stage, station;n, adj-no;;;次第次第に;次第次第;次々
次第次第に;しだいしだいに;gradually;adv;0;;;;;;;;;;;
次第次第;しだいしだい;gradually;adv;0;;;;;;;;;;;
次々;つぎつぎ;in succession;adv, adv-to, n;0;;;;;;;;;;;
着く;つく;to arrive at, to reach;v5k, vi;5;When do we arrive?;いつ<ruby>着<rt>つ</rt></ruby>くの？;to arrive at, to reach;v5k, vi;to sit on, to sit at (e.g. the table);v5k, vi;;;染み付く;たどり着く;追いつく
染み付く;しみつく;to be indelibly stained or ingrained;v5k, vi;0;;;;;;;;;;;
たどり着く;たどりつく;to (finally) arrive at;v5k, vi;0;;;;;;;;;;;
追いつく;おいつく;to catch up (with);v5k, vi;0;;;;;;;;;;;
机;つくえ;desk;n;5;This is a desk.;これは<ruby>机<rt>つくえ</rt></ruby>です。;desk;n;;;;;机上の空論;机に向かう;机上
机上の空論;きじょうのくうろん;armchair theory;exp, n;0;;;;;;;;;;;
机に向かう;つくえにむかう;to sit at a desk (to study);exp, v5u;0;;;;;;;;;;;
机上;きじょう;on the desk;n, adj-no;0;;;;;;;;;;;
作る;つくる;to make, to create;v5r, vt;5;I'll make dinner.;<ruby>夕飯<rt>ゆうはん</rt></ruby>、<ruby>作<rt>つく</rt></ruby>るね。;to make, to produce, to manufacture, to build, to construct;v5r, vt;to prepare (food), to brew (alcohol);v5r, vt;to raise, to grow, to cultivate, to train;v5r, vt;形作る;科を作る;力こぶを作る
形作る;かたちづくる;to form;v5r, vt;0;;;;;;;;;;;
科を作る;しなをつくる;to put on coquettish airs;exp, v5r;0;;;;;;;;;;;
力こぶを作る;ちからこぶをつくる;to flex one's biceps;exp, v5r;0;;;;;;;;;;;
つける;つける;to turn on (e.g., a light), to take;v1, vt;5;I keep a journal.;<ruby>日誌<rt>にっし</rt></ruby>をつける。;to soak (in), to steep, to dip, to dunk;v1, vt;to pickle, to preserve (in salt, vinegar, etc.);v1, vt;;;馬鹿につける薬はない;押さえつける;跡をつける
馬鹿につける薬はない;ばかにつけるくすりはない;a born fool is never cured;exp, adj-i;0;;;;;;;;;;;
押さえつける;おさえつける;to press down;v1, vt;0;;;;;;;;;;;
跡をつける;あとをつける;to tag along;exp, v1;0;;;;;;;;;;;
勤める;つとめる;to work (for);v1, vt;5;He works for a consulting firm.;<ruby>彼<rt>かれ</rt></ruby>は<ruby>コンサルティングファーム<rt>こんさるてぃんぐふぁーむ</rt></ruby>に<ruby>勤<rt>つと</rt></ruby>める。;to work (for), to be employed (at), to serve (in);v1, vt;to serve (as), to act (as), to fill (the position of), to play the role (of);v1, vt;to conduct a religious service;v1, vt;役を勤める;相勤める;
役を勤める;やくをつとめる;to act (as);exp, v1;0;;;;;;;;;;;
相勤める;あいつとめる;to work (for);v1, vt;0;;;;;;;;;;;
つまらない;つまらない;boring, dull, insignificant;adj-i;5;Are you bored?;つまらないの？;dull, uninteresting, boring, tedious;adj-i;insignificant, unimportant, trifling, trivial, worthless;adj-i;absurd, foolish, silly, stupid;adj-i;つまらない物ですが;;
つまらない物ですが;つまらないものですが;it's not much, but ...;exp;0;;;;;;;;;;;
冷たい;つめたい;cold (things, people);adj-i;5;Is the water cold?;<ruby>水<rt>みず</rt></ruby>は<ruby>冷<rt>つめ</rt></ruby>たい？;cold (to the touch), chilly, icy, freezing;adj-i;(emotionally) cold, coldhearted, unfeeling, indifferent, unfriendly, distant;adj-i;;;冷たい戦争;冷たい暗黒物質;
冷たい戦争;つめたいせんそう;cold war;exp, n;0;;;;;;;;;;;
冷たい暗黒物質;つめたいあんこくぶっしつ;cold dark matter;exp, n;0;;;;;;;;;;;
強い;つよい;strong, powerful;adj-i;5;Is it windy?;<ruby>風<rt>かぜ</rt></ruby>は<ruby>強<rt>つよ</rt></ruby>い？;strong, potent, competent, domineering, tough;adj-i;strong, brawny, powerful, healthy, rugged;adj-i;good (at), skilled, knowledgeable;adj-i;強いて言えば;強いところ;強いて言うなら
強いて言えば;しいていえば;if I had to say;exp;0;;;;;;;;;;;
強いところ;つよいところ;strong point;exp, n;0;;;;;;;;;;;
強いて言うなら;しいていうなら;if I had to say;exp;0;;;;;;;;;;;
手;て;hand;n;5;;;hand, arm;n;forepaw, foreleg;n;handle;n;手当たり次第;手提げバッグ;手がかり
手当たり次第;てあたりしだい;using anything one can lay one's hands on;adv, exp;0;;;;;;;;;;;
手提げバッグ;てさげバッグ;handbag;n;0;;;;;;;;;;;
手がかり;てがかり;clue;n;0;;;;;;;;;;;
テープ;テープ;tape;n;5;This tape sticks well.;この<ruby>テープ<rt>てーぷ</rt></ruby>はよく<ruby>付<rt>つ</rt></ruby>く。;tape;n;;;;;テープレコーダー;テープライブラリ;テープカット
テープレコーダー;テープレコーダー;tape recorder;n;0;;;;;;;;;;;
テープライブラリ;テープライブラリ;tape library;n;0;;;;;;;;;;;
テープカット;テープカット;ribbon cutting ceremony;n, vs, vi;0;;;;;;;;;;;
テープレコーダー;テープレコーダー;tape recorder;n;5;This tape recorder is not new.;この<ruby>テープレコーダー<rt>てーぷれこーだー</rt></ruby>は<ruby>新<rt>あたら</rt></ruby>しくない。;tape recorder;n;;;;;ビデオテープレコーダー;カセットテープレコーダー;
ビデオテープレコーダー;ビデオテープレコーダー;videotape recorder;n;0;;;;;;;;;;;
カセットテープレコーダー;カセットテープレコーダー;cassette tape recorder;n;0;;;;;;;;;;;
テーブル;テーブル;table;n;5;It's under the table.;<ruby>テーブル<rt>てーぶる</rt></ruby>の<ruby>下<rt>した</rt></ruby>よ。;table;n;;;;;テーブルチェア;テーブル掛け;テーブルさん座
テーブルチェア;テーブルチェア;child's seat which attaches to a table for eating;n;0;;;;;;;;;;;
テーブル掛け;テーブルかけ;table cloth;n;0;;;;;;;;;;;
テーブルさん座;テーブルさんざ;Mensa (constellation);n;0;;;;;;;;;;;
出かける;でかける;to go out, to depart;v1, vi;5;Are you going out?;<ruby>出<rt>で</rt></ruby>かけるの？;to go out (e.g. on an excursion or outing), to leave, to depart, to start, to set out;v1, vi;to be about to leave, to be just going out;v1, vi;;;見に出かける;;
見に出かける;みにでかける;to go to see (something);exp, v1;0;;;;;;;;;;;
手紙;てがみ;letter;n;5;Here's a letter for you.;はい、<ruby>手紙<rt>てがみ</rt></ruby>。;letter, note;n;;;;;偽手紙;手紙を宛てる;手紙を添える
偽手紙;にせてがみ;forged letter;n;0;;;;;;;;;;;
手紙を宛てる;てがみをあてる;to address (direct) a letter to a person;exp, v1;0;;;;;;;;;;;
手紙を添える;てがみをそえる;to attach a letter;exp, v1;0;;;;;;;;;;;
できる;できる;to be able to (to accomplish);v1, vi;5;You can do it.;できるよ！;to be able to do, to be possible, to be permitted (to do);v1, vi;to be good at, to do well, to be proficient (in), to be capable;v1, vi;to come into existence, to form, to appear, to come up (of a matter), to be born, to make (a friend), to get (a girlfriend, free time, etc.);v1, vi;耳にタコができる;できるだけ早く;できる限り
耳にタコができる;みみにたこができる;to be told or made to hear something so often that you (metaphorically) get calluses on your ears;exp, v1;0;;;;;;;;;;;
できるだけ早く;できるだけはやく;as soon as possible;exp;0;;;;;;;;;;;
できる限り;できるかぎり;as much as one can;exp, adv, adj-no, n;0;;;;;;;;;;;
出口;でぐち;an exit;n;5;Let's find the exit.;<ruby>出口<rt>でぐち</rt></ruby>を<ruby>探<rt>さが</rt></ruby>そう。;exit, way out;n;outlet, vent;n;;;出口調査;出口戦略;差し出口
出口調査;でぐちちょうさ;exit poll;n;0;;;;;;;;;;;
出口戦略;でぐちせんりゃく;exit strategy;n;0;;;;;;;;;;;
差し出口;さしでぐち;uncalled-for remark;n;0;;;;;;;;;;;
テスト;テスト;test;n, vs, vt;5;How was the test?;<ruby>テスト<rt>てすと</rt></ruby>の<ruby>感触<rt>かんしょく</rt></ruby>は？;test (of ability, knowledge, etc.), exam, examination, quiz;n, vs, vt;test (of performance, quality, etc.), trial;n, vs, vt;rehearsal;n;テストケース;テストキャンペーン;テストドライバー
テストケース;テストケース;test case;n;0;;;;;;;;;;;
テストキャンペーン;テストキャンペーン;test campaign;n;0;;;;;;;;;;;
テストドライバー;テストドライバー;test driver;n;0;;;;;;;;;;;
では;では;then, well, so;conj;5;;;then, well, so, well then;conj;bye then;int;at, in, by, with, using;exp;大したことではない;知ったことではない;訳ではない
大したことではない;たいしたことではない;trivial;exp, adj-i;0;;;;;;;;;;;
知ったことではない;しったことではない;that's got nothing to do with me;exp;0;;;;;;;;;;;
訳ではない;わけではない;it does not mean that ...;exp;0;;;;;;;;;;;
デパート;デパート;(abbr.) department store;n;5;I bought it at a department store.;<ruby>デパート<rt>でぱーと</rt></ruby>で<ruby>買<rt>か</rt></ruby>った。;department store;n;department;n;;;デパートメントストア;デパートメント;疑惑のデパート
デパートメントストア;デパートメントストア;department store;n;0;;;;;;;;;;;
デパートメント;デパートメント;department;n;0;;;;;;;;;;;
疑惑のデパート;ぎわくのデパート;person suspected of multiple wrongdoings;exp, n;0;;;;;;;;;;;
でも;でも;but, however;conj;5;Whatever it takes!;<ruby>何<rt>なに</rt></ruby>が<ruby>何<rt>なん</rt></ruby>でも！;but, however, though, nevertheless, still, yet, even so, also, as well;conj;even;prt;however, no matter how, even if, even though;prt;大きにお世話、お茶でも上がれ;碌でもない;他でもない
大きにお世話、お茶でも上がれ;おおきにおせわ、おちゃでもあがれ;mind your own business!;exp;0;;;;;;;;;;;
碌でもない;ろくでもない;good-for-nothing;exp, adj-i;0;;;;;;;;;;;
他でもない;ほかでもない;nothing but (this);exp, adj-i;0;;;;;;;;;;;
出る;でる;to appear, to leave;v1, vi;5;When are we leaving?;いつ<ruby>出<rt>で</rt></ruby>る？;to leave, to exit, to go out, to come out, to get out;v1, vi;to leave (on a journey), to depart, to start out, to set out;v1, vi;to move forward;v1, vi;出る杭は打たれる;湧き出る;出る所に出る
出る杭は打たれる;でるくいはうたれる;the nail that sticks out gets hammered down;exp, v1;0;;;;;;;;;;;
湧き出る;わきでる;to gush forth (e.g. water from a spring);v1, vi;0;;;;;;;;;;;
出る所に出る;でるところにでる;to go wherever one has to go (to get a matter settled, e.g. the court);exp, v1;0;;;;;;;;;;;
テレビ;テレビ;television, TV;n;5;;;television, TV;n;TV program, TV programme, TV broadcast;n;;;テレビスクリーン;テレビショー;テレビショッピング
テレビスクリーン;テレビスクリーン;television screen;n;0;;;;;;;;;;;
テレビショー;テレビショー;TV show;n;0;;;;;;;;;;;
テレビショッピング;テレビショッピング;television shopping;n;0;;;;;;;;;;;
天気;てんき;weather;n;5;How strange the weather is!;<ruby>変<rt>へん</rt></ruby>な<ruby>天気<rt>てんき</rt></ruby>！;weather;n;fair weather, fine weather;n;;;天気祭;良い天気;能天気
天気祭;てんきまつり;ceremony held to pray for good weather (during long periods of rain);n;0;;;;;;;;;;;
良い天気;よいてんき;fine weather;exp, n;0;;;;;;;;;;;
能天気;のうてんき;laid-back;adj-na, n;0;;;;;;;;;;;
電気;でんき;electricity, (electric) light;n;5;Turn on the lights.;<ruby>電気<rt>でんき</rt></ruby>つけて。;electricity;n;(electric) light;n;;;電気カミソリ;電気あんま;電気こんろ
電気カミソリ;でんきカミソリ;electric razor;n;0;;;;;;;;;;;
電気あんま;でんきあんま;pressing one's foot on the genitals of a supine person while pulling on their feet (usu. as a prank);n;0;;;;;;;;;;;
電気こんろ;でんきこんろ;electric cooking stove;n;0;;;;;;;;;;;
電車;でんしゃ;electric train;n;5;Here comes the train.;<ruby>電車<rt>でんしゃ</rt></ruby><ruby>来<rt>き</rt></ruby>たよ。;train, electric train;n;;;;;電車賃;電車道相撲;電車通り
電車賃;でんしゃちん;train fare;n;0;;;;;;;;;;;
電車道相撲;でんしゃみちすもう;railroading an opponent straight out of the ring;n;0;;;;;;;;;;;
電車通り;でんしゃどおり;street with streetcar tracks;n;0;;;;;;;;;;;
電話;でんわ;a telephone;n, vs, vt, vi;5;Call me.;<ruby>電話<rt>でんわ</rt></ruby>して。;telephone call, phone call;n, vs, vt, vi;telephone (device), phone;n;;;電話がかかってくる;電話機;電話を切る
電話がかかってくる;でんわがかかってくる;to get a phone call;exp, vk;0;;;;;;;;;;;
電話機;でんわき;telephone (device);n;0;;;;;;;;;;;
電話を切る;でんわをきる;to hang up;exp, v5r;0;;;;;;;;;;;
戸;と;door (Japanese style);n;5;Open the door.;<ruby>戸<rt>こ</rt></ruby>を<ruby>開<rt>ひら</rt></ruby>けて。;door (esp. Japanese-style);n;shutter, window shutter;n;entrance (to a home);n;戸口;戸毎眼張;戸当たり
戸口;ここう;houses and inhabitants;n;0;;;;;;;;;;;
戸毎眼張;とごっとめばる;Sebastes joyneri (genus of fish);n;0;;;;;;;;;;;
戸当たり;とあたり;doorstop;n;0;;;;;;;;;;;
～度;～ど;counter for occurrences, ~ degree, ~ point;n, n-suf;5;Again?;もう<ruby>一度<rt>いちど</rt></ruby>？;degree (angle, temperature, scale, etc.);n, n-suf;counter for occurrences;ctr;strength (of glasses), glasses prescription;n, n-suf;度を越す;度胸が据わる;度を超える
度を越す;どをこす;to go too far;exp, v5s;0;;;;;;;;;;;
度胸が据わる;どきょうがすわる;to have steady nerves;exp, v5r;0;;;;;;;;;;;
度を超える;どをこえる;to overstep the mark;exp, v1;0;;;;;;;;;;;
ドア;ドア;door (Western style);n;5;Your door isn't closed.;<ruby>半<rt>はん</rt></ruby><ruby>ドア<rt>どあ</rt></ruby>だよ。;door;n;;;;;ドアアイ;ドアエンジン;ドアガール
ドアアイ;ドアアイ;door peephole;n;0;;;;;;;;;;;
ドアエンジン;ドアエンジン;door operating equipment;n;0;;;;;;;;;;;
ドアガール;ドアガール;door girl;n;0;;;;;;;;;;;
トイレ;トイレ;bathroom, toilet;n;5;You are a toilet!;お<ruby>前<rt>まえ</rt></ruby>は<ruby>トイレ<rt>といれ</rt></ruby>だ！;toilet, restroom, bathroom, lavatory;n;going to the toilet, relieving oneself;n;;;トイレットペーパー;トイレットケース;トイレットソープ
トイレットペーパー;トイレットペーパー;toilet paper;n;0;;;;;;;;;;;
トイレットケース;トイレットケース;toilet case;n;0;;;;;;;;;;;
トイレットソープ;トイレットソープ;toilet soap;n;0;;;;;;;;;;;
どう;どう;how, in what way;adv;5;Thanks!;どうも！;how, in what way, how about;adv;;;;;どうも有難うございます;どうしようも無い;どうって事はない
どうも有難うございます;どうもありがとうございます;thank you very much;exp;0;;;;;;;;;;;
どうしようも無い;どうしようもない;it cannot be helped;exp, adj-i;0;;;;;;;;;;;
どうって事はない;どうってことはない;nothing special;exp;0;;;;;;;;;;;
どうして;どうして;why, for what reason;adv;5;Why?;どうして？;how, in what way, by what means;adv;why, for what reason, for what purpose, what for;adv;cannot possibly;adv;どうしてもと言うのなら;どうしてる;中々どうして
どうしてもと言うのなら;どうしてもというのなら;if you insist;exp;0;;;;;;;;;;;
